Timestamp,Ax,Ay,Az,Gx,Gy,Gz,Temp DD,Temp TD,Temp DE,Temp TE,Thermocouple,Peso,Velociade (Km/h)
3511,4.98,0.65,-1.62,-0.06,0.00,0.03,75.67,141.57,29.77,96.89,0.00,0.00
4686,6.97,0.91,-2.27,-0.06,0.00,0.03,75.31,140.49,29.75,96.19,0.00,0.00
5357,7.97,1.04,-2.60,-0.06,0.00,0.03,75.29,138.89,29.77,96.15,0.00,0.00
6533,9.97,1.31,-3.24,-0.06,0.00,0.03,74.61,138.89,29.77,95.97,0.00,0.00
7708,9.97,1.30,-3.23,-0.06,0.00,0.03,74.81,138.49,29.77,95.69,0.00,0.00
8380,9.98,1.30,-3.22,-0.06,-0.00,0.03,74.69,137.59,29.79,95.29,0.00,0.00
9562,9.97,1.31,-3.22,-0.06,0.00,0.03,74.49,134.15,29.77,95.25,0.00,0.00
10737,9.98,1.31,-3.22,-0.06,0.00,0.03,74.55,134.03,29.75,95.19,0.00,0.00
11408,9.97,1.30,-3.22,-0.06,0.00,0.03,74.85,134.49,29.85,94.65,0.00,0.00
12592,9.97,1.31,-3.22,-0.06,0.00,0.03,74.23,133.15,29.85,94.27,0.00,0.00
13767,9.97,1.32,-3.23,-0.06,0.00,0.03,73.73,133.41,29.83,94.01,0.00,0.00
14943,9.98,1.32,-3.24,-0.06,0.00,0.03,74.11,133.03,29.71,93.85,0.00,0.00
15614,9.98,1.32,-3.24,-0.06,0.00,0.03,74.79,132.57,29.71,93.75,0.00,0.00
16797,9.92,1.27,-3.27,-0.05,0.00,0.03,74.17,132.09,29.85,93.61,0.00,0.00
17971,9.92,1.19,-3.36,-0.01,-0.07,0.04,74.85,131.31,29.89,93.15,0.00,0.00
18643,9.77,1.02,-3.51,-0.12,0.09,-0.01,74.93,128.43,29.89,92.73,0.00,0.00
19818,9.61,1.11,-3.50,-0.03,0.02,0.03,73.75,125.55,29.85,92.07,0.00,0.00
20994,9.50,1.17,-3.35,-0.05,-0.02,0.04,73.03,123.09,29.91,91.81,0.00,0.00
21665,9.63,1.15,-3.67,-0.03,0.04,0.04,72.85,119.73,30.17,91.91,6.00,0.00
22840,9.54,0.95,-3.82,-0.16,0.08,0.00,72.51,118.83,30.03,91.85,0.00,0.00
24022,9.20,0.56,-3.75,-0.09,0.00,0.00,73.11,118.65,29.93,90.97,0.00,0.00
24706,9.49,1.06,-3.08,-0.05,-0.15,0.07,72.85,116.65,30.11,90.65,48.50,0.00
25881,9.69,0.76,-3.19,-0.09,-0.00,0.02,71.99,115.05,29.93,90.75,49.00,0.00
27057,9.58,0.42,-3.53,0.03,0.01,0.05,71.75,114.53,29.93,90.53,49.25,0.00
27728,9.53,0.45,-3.12,-0.06,-0.01,0.04,71.53,114.03,29.89,90.35,49.25,0.00
28903,9.54,0.50,-2.87,-0.14,0.04,0.00,71.23,114.29,29.93,90.59,0.00,0.00
30077,10.04,0.86,-3.08,-0.20,0.08,-0.01,70.63,116.85,29.89,89.97,nan,0.00
30757,9.98,0.49,-4.22,-0.02,0.13,0.01,71.63,116.43,29.97,89.21,49.50,0.00
31932,9.68,0.66,-4.41,-0.04,0.08,0.01,71.41,117.39,29.93,89.03,49.00,0.00
33108,9.53,0.98,-4.17,-0.04,0.04,0.03,70.39,117.23,29.93,88.81,0.00,0.00
33779,9.28,1.10,-4.27,0.03,-0.00,0.05,69.95,116.79,29.97,88.75,49.75,0.00
35034,8.90,1.24,-3.90,-0.03,-0.04,0.04,69.53,116.41,29.89,88.39,0.00,0.00
36205,8.83,1.47,-3.68,-0.02,-0.12,0.06,69.55,114.21,29.83,88.11,nan,0.00
36878,9.01,1.70,-2.85,-0.09,-0.03,0.03,69.33,115.93,29.89,87.99,0.00,0.00
38060,9.50,1.52,-3.63,0.03,-0.02,0.06,69.25,116.29,29.89,87.75,0.00,0.00
39236,9.75,1.31,-3.54,-0.22,0.10,-0.02,69.15,116.05,29.79,87.51,0.00,0.00
39907,9.95,1.36,-3.11,-0.01,-0.14,0.07,68.81,115.49,29.83,86.93,0.00,0.00
41082,10.56,1.62,-3.50,-0.09,-0.00,0.03,69.01,114.75,30.05,86.71,0.00,0.00
42256,10.72,1.61,-3.79,0.01,0.05,0.05,68.41,114.19,29.99,86.63,0.00,0.00
42928,10.20,1.67,-3.61,0.08,-0.15,0.10,68.45,112.05,29.93,86.19,0.00,0.00
44103,10.35,2.18,-2.28,-0.07,-0.00,0.04,69.87,108.11,29.93,85.59,0.00,0.00
45287,10.38,2.45,-2.49,-0.02,-0.04,0.05,69.73,107.09,29.91,85.73,0.00,0.00
45958,10.29,2.26,-2.94,-0.06,0.02,0.02,69.87,109.57,29.89,87.77,0.00,0.00
47133,10.22,2.03,-2.94,-0.06,0.00,0.03,70.31,111.65,29.89,87.79,0.00,0.00
48307,9.45,2.12,-1.87,0.11,-0.16,0.08,70.51,111.85,29.93,87.55,0.00,0.00
48979,9.99,2.23,-1.83,0.00,-0.10,0.11,69.61,111.59,29.89,87.19,0.00,0.00
50154,9.97,2.16,-3.28,0.09,0.00,0.08,68.85,106.07,29.97,84.87,0.00,0.00
51330,9.74,2.69,-2.59,-0.17,-0.02,0.02,67.01,101.77,29.89,82.49,0.00,0.00
52009,9.73,2.59,-3.39,-0.07,0.01,0.11,68.35,97.13,29.79,80.19,0.00,0.00
53192,9.68,2.74,-3.52,-0.54,-0.22,0.16,69.61,102.13,29.77,78.97,0.00,0.00
54366,10.30,2.71,-4.63,-0.81,-0.19,0.14,67.01,102.87,29.79,84.35,0.00,0.00
55541,9.75,2.15,-5.24,-0.88,-0.09,0.23,66.25,100.01,29.77,79.59,0.00,0.00
56212,9.90,2.15,-4.46,-0.57,-0.20,0.11,67.29,106.43,29.75,82.29,0.00,0.00
57388,9.84,1.28,-4.62,-0.26,-0.03,0.08,69.21,99.69,29.75,81.07,0.00,0.00
58563,10.12,1.60,-3.41,-0.14,0.02,0.03,67.55,105.37,29.79,81.13,0.00,0.00
59244,10.11,1.36,-3.37,-0.26,0.07,-0.04,68.75,101.49,29.79,79.99,0.00,0.00
60418,10.33,1.11,-4.19,0.13,0.02,0.12,67.99,103.03,29.75,80.21,0.00,0.00
61593,10.49,1.67,-3.33,-0.01,0.02,0.02,69.23,114.21,29.79,83.99,0.00,0.00
62264,10.21,1.61,-3.25,-0.07,-0.03,0.00,69.61,113.95,29.77,81.75,0.00,0.00
63440,10.07,1.81,-4.93,-1.07,-0.15,0.22,69.51,116.25,29.77,85.47,0.00,0.00
64615,8.88,0.76,-7.14,-1.20,-0.11,0.22,68.63,108.85,29.59,82.61,0.00,0.00
65288,8.81,0.64,-7.92,-1.21,0.10,0.16,68.19,111.77,29.69,83.31,0.00,0.00
66481,8.40,0.63,-7.25,-0.36,-0.05,0.06,70.95,117.81,29.63,87.71,0.00,0.00
67656,8.40,-0.39,-7.23,-0.07,-0.02,0.08,71.47,123.27,29.65,89.73,0.00,0.00
68327,8.22,-0.75,-7.65,-0.04,0.01,-0.03,70.41,128.13,29.71,87.75,0.00,0.00
69503,8.49,-0.89,-6.48,-0.04,0.02,0.02,70.59,126.93,29.65,86.33,0.00,0.00
70678,9.49,-0.08,-4.37,-0.06,0.02,0.04,72.71,129.63,29.75,86.87,0.00,0.00
71351,9.43,-0.03,-3.78,-0.07,-0.00,0.03,68.65,123.97,29.71,88.21,0.00,0.00
72525,9.52,0.07,-3.29,-0.06,0.00,0.03,70.25,122.39,29.69,87.61,0.00,0.00
73708,9.46,0.66,-3.41,-0.06,0.00,0.03,69.91,119.65,29.85,87.55,0.00,0.00
74379,9.58,0.93,-3.26,-0.06,0.00,0.03,69.51,118.03,29.75,87.33,0.00,0.00
75555,9.82,1.13,-3.23,-0.06,0.00,0.03,68.65,120.19,29.75,86.53,0.00,0.00
76730,9.97,1.27,-3.27,-0.06,0.00,0.03,68.77,121.73,29.71,85.49,0.00,0.00
77403,9.95,1.36,-3.28,-0.06,-0.00,0.03,68.55,122.11,29.71,84.93,0.00,0.00
78577,9.94,1.40,-3.29,-0.05,-0.00,0.03,68.11,121.85,29.71,84.67,0.00,0.00
79753,9.94,1.41,-3.29,-0.06,0.00,0.03,68.35,120.95,29.75,84.45,0.00,0.00
80431,9.94,1.41,-3.29,-0.06,0.00,0.03,68.59,120.03,29.69,84.75,0.00,0.00
81607,9.94,1.42,-3.29,-0.06,0.00,0.03,68.33,118.83,29.71,84.67,0.00,0.00
82782,9.94,1.42,-3.29,-0.06,0.00,0.03,68.35,118.09,29.75,84.71,0.00,0.00
83958,9.95,1.43,-3.28,-0.06,0.00,0.03,68.19,116.69,29.75,85.05,0.00,0.00
84630,9.96,1.42,-3.28,-0.06,-0.00,0.03,68.01,113.77,29.71,85.13,0.00,0.00
85804,9.95,1.41,-3.28,-0.06,0.00,0.03,68.31,112.97,29.75,85.25,0.00,0.00
