Timestamp,Ax,Ay,Az,Gx,Gy,Gz,Temp DD,Temp TD,Temp DE,Temp TE,Thermocouple,Peso,Velociade (Km/h)
3479,4.97,0.60,-1.73,-0.06,0.00,0.03,35.83,36.95,29.99,40.35,42.25,0.00
4647,6.96,0.84,-2.42,-0.06,0.00,0.03,35.83,36.93,29.99,40.29,42.50,0.00
5311,7.96,0.96,-2.77,-0.06,0.00,0.03,35.77,36.97,30.03,40.37,42.25,0.00
6480,9.95,1.20,-3.46,-0.06,0.00,0.03,35.81,36.93,30.05,40.37,41.75,0.00
7648,9.95,1.20,-3.46,-0.06,0.00,0.03,35.89,36.79,30.03,40.21,41.75,0.00
8817,9.95,1.20,-3.45,-0.06,0.00,0.03,35.77,36.69,30.03,40.17,41.75,0.00
9488,9.94,1.21,-3.45,-0.06,0.00,0.03,35.71,36.69,30.03,39.99,42.25,0.00
10656,9.94,1.21,-3.46,-0.06,0.00,0.03,35.75,36.69,30.03,40.13,42.00,0.00
11823,9.94,1.21,-3.46,-0.06,0.00,0.03,35.75,36.65,29.99,40.19,42.25,0.00
12488,9.94,1.21,-3.46,-0.06,0.00,0.03,35.71,36.57,29.99,40.17,42.50,0.00
13656,9.94,1.21,-3.46,-0.06,0.01,0.03,35.75,36.61,30.03,40.19,42.25,0.00
14825,9.95,1.21,-3.46,-0.06,0.00,0.03,35.75,36.61,30.09,40.25,42.00,0.00
15489,9.95,1.20,-3.46,-0.06,0.00,0.03,35.75,36.65,30.03,40.27,41.75,0.00
16665,9.95,1.20,-3.46,-0.06,0.00,0.03,35.71,36.65,30.03,40.21,42.00,0.00
17832,9.95,1.20,-3.45,-0.06,-0.01,0.03,35.69,36.63,30.09,40.21,42.00,0.00
18497,9.95,1.20,-3.44,-0.06,-0.00,0.03,35.69,36.55,30.05,40.21,42.00,0.00
19665,9.95,1.21,-3.45,-0.06,0.00,0.03,35.67,36.37,29.99,40.25,42.00,0.00
20841,9.94,1.21,-3.45,-0.06,0.00,0.03,35.55,35.91,29.97,40.43,42.00,0.00
22009,9.94,1.20,-3.45,-0.06,0.00,0.03,35.55,35.81,30.05,40.37,42.00,0.00
22674,9.94,1.20,-3.46,-0.06,0.00,0.03,35.55,35.99,30.09,40.29,41.75,0.00
23849,9.94,1.21,-3.47,-0.06,0.00,0.03,35.53,35.85,30.09,40.27,42.00,0.00
25029,9.92,1.19,-3.48,-0.04,0.02,0.03,35.59,35.99,30.15,40.29,41.75,0.00
25693,9.92,1.19,-3.47,-0.06,0.00,0.03,35.51,36.17,30.09,40.21,42.00,0.00
26862,9.93,1.19,-3.47,-0.06,0.00,0.03,35.53,36.23,30.09,40.21,42.00,0.00
28030,9.93,1.19,-3.47,-0.05,0.00,0.03,35.39,36.17,30.09,40.17,41.75,0.00
28695,9.93,1.19,-3.48,-0.06,-0.00,0.03,35.47,36.21,30.09,40.07,41.75,0.00
